"","pointid","grid_code","POINT_X","POINT_Y","year","effort","obs"
"25337",754161,0.0187471,-1393566.79481,1128682.2555,2017,23,0
"25338",754161,0.0187471,-1393566.79481,1128682.2555,2018,36,0
"25339",754161,0.0187471,-1393566.79481,1128682.2555,2019,15,0
"25340",754161,0.0187471,-1393566.79481,1128682.2555,2020,43,0
"25341",754161,0.0187471,-1393566.79481,1128682.2555,2021,54,0
"25342",754162,0.0210824,-1392566.79481,1128682.2555,2019,1,0
"25343",754162,0.0210824,-1392566.79481,1128682.2555,2020,1,0
"25344",754162,0.0210824,-1392566.79481,1128682.2555,2021,2,0
"25345",754163,0.00775187,-1391566.79481,1128682.2555,2017,10,0
"25346",754163,0.00775187,-1391566.79481,1128682.2555,2018,4,0
"25347",754163,0.00775187,-1391566.79481,1128682.2555,2019,9,0
"25348",754163,0.00775187,-1391566.79481,1128682.2555,2020,2,0
"25349",754163,0.00775187,-1391566.79481,1128682.2555,2021,6,0
"25350",754164,0.00975242,-1390566.79481,1128682.2555,2017,17,0
"25351",754164,0.00975242,-1390566.79481,1128682.2555,2019,6,0
"25352",754164,0.00975242,-1390566.79481,1128682.2555,2020,9,0
"25353",754164,0.00975242,-1390566.79481,1128682.2555,2021,1,0
"25354",754165,0.00274751,-1389566.79481,1128682.2555,2018,2,0
"25355",754165,0.00274751,-1389566.79481,1128682.2555,2021,1,0
"25356",754166,0.0118391,-1388566.79481,1128682.2555,2020,4,0
"25357",754166,0.0118391,-1388566.79481,1128682.2555,2021,5,0
"25358",754167,0.00791722,-1387566.79481,1128682.2555,2017,2,0
"25359",754167,0.00791722,-1387566.79481,1128682.2555,2019,1,0
"25360",754167,0.00791722,-1387566.79481,1128682.2555,2020,2,0
"25361",754167,0.00791722,-1387566.79481,1128682.2555,2021,23,0
"25362",754168,0.00876916,-1386566.79481,1128682.2555,2021,4,0
"25363",754169,0.0246962,-1385566.79481,1128682.2555,2017,3,0
"25364",754169,0.0246962,-1385566.79481,1128682.2555,2021,2,0
"25365",754170,0.0078711,-1384566.79481,1128682.2555,2017,1,0
"25366",754170,0.0078711,-1384566.79481,1128682.2555,2018,1,0
"25367",754170,0.0078711,-1384566.79481,1128682.2555,2019,3,0
"25368",754170,0.0078711,-1384566.79481,1128682.2555,2021,1,0
"25369",754171,0.0026908,-1383566.79481,1128682.2555,2017,1,0
"25370",754171,0.0026908,-1383566.79481,1128682.2555,2018,1,0
"25371",754171,0.0026908,-1383566.79481,1128682.2555,2019,4,0
"25372",754171,0.0026908,-1383566.79481,1128682.2555,2020,2,0
"25373",754172,0.0174367,-1382566.79481,1128682.2555,2020,1,0
"25374",754173,0.00837525,-1381566.79481,1128682.2555,2017,1,0
"25375",754173,0.00837525,-1381566.79481,1128682.2555,2018,6,0
"25376",754173,0.00837525,-1381566.79481,1128682.2555,2019,1,0
"25377",754173,0.00837525,-1381566.79481,1128682.2555,2020,2,0
"25378",754173,0.00837525,-1381566.79481,1128682.2555,2021,4,0
"25379",754174,0.171468,-1380566.79481,1128682.2555,2018,3,0
"25380",754174,0.171468,-1380566.79481,1128682.2555,2019,3,0
"25381",754175,0.0276138,-1379566.79481,1128682.2555,2019,1,0
"25382",754175,0.0276138,-1379566.79481,1128682.2555,2021,4,0
"25383",754176,0.0245167,-1378566.79481,1128682.2555,2018,1,0
"25384",754176,0.0245167,-1378566.79481,1128682.2555,2020,1,0
"25385",754177,0.0247562,-1377566.79481,1128682.2555,2019,3,0
"25386",754177,0.0247562,-1377566.79481,1128682.2555,2020,1,0
"25387",754177,0.0247562,-1377566.79481,1128682.2555,2021,2,0
"25388",754178,0.0131439,-1376566.79481,1128682.2555,2019,1,0
"25389",754178,0.0131439,-1376566.79481,1128682.2555,2020,1,0
"25390",754178,0.0131439,-1376566.79481,1128682.2555,2021,1,0
"25391",754179,0.0209381,-1375566.79481,1128682.2555,2019,2,0
"25392",754179,0.0209381,-1375566.79481,1128682.2555,2020,4,0
"25393",754179,0.0209381,-1375566.79481,1128682.2555,2021,2,0
"25394",754180,0.0579464,-1374566.79481,1128682.2555,2019,1,0
"25395",754180,0.0579464,-1374566.79481,1128682.2555,2020,2,0
"25396",754180,0.0579464,-1374566.79481,1128682.2555,2021,1,0
"25397",754181,0.119346,-1373566.79481,1128682.2555,2019,1,0
"25398",754181,0.119346,-1373566.79481,1128682.2555,2020,5,0
"25399",754181,0.119346,-1373566.79481,1128682.2555,2021,2,0
"25400",754189,0.282903,-1365566.79481,1128682.2555,2017,3,0
"25401",754189,0.282903,-1365566.79481,1128682.2555,2018,3,0
"25402",754189,0.282903,-1365566.79481,1128682.2555,2019,3,0
"25403",754189,0.282903,-1365566.79481,1128682.2555,2020,6,0
"25404",754189,0.282903,-1365566.79481,1128682.2555,2021,1,0
"25405",754200,0.11093,-1354566.79481,1128682.2555,2021,1,0
"25406",754226,0.305478,-1328566.79481,1128682.2555,2017,4,0
"25407",754226,0.305478,-1328566.79481,1128682.2555,2020,3,0
"25408",754226,0.305478,-1328566.79481,1128682.2555,2021,1,0
"25409",754402,0.0606788,-1152566.79481,1128682.2555,2021,1,0
"25410",754517,0.0187212,-1037566.79481,1128682.2555,2020,1,0
"25411",754619,0.0152263,-1591566.79481,1127682.2555,2017,2,0
"25412",754619,0.0152263,-1591566.79481,1127682.2555,2018,2,0
"25413",754619,0.0152263,-1591566.79481,1127682.2555,2019,2,0
"25414",754619,0.0152263,-1591566.79481,1127682.2555,2021,2,0
"25415",754620,0.0129376,-1590566.79481,1127682.2555,2017,1,0
"25416",754620,0.0129376,-1590566.79481,1127682.2555,2018,1,0
"25417",754620,0.0129376,-1590566.79481,1127682.2555,2019,1,0
"25418",754620,0.0129376,-1590566.79481,1127682.2555,2021,1,0
"25419",754800,0.514076,-1410566.79481,1127682.2555,2021,2,0
"25420",754804,0.0955629,-1406566.79481,1127682.2555,2019,1,0
"25421",754804,0.0955629,-1406566.79481,1127682.2555,2021,1,0
"25422",754805,0.474687,-1405566.79481,1127682.2555,2017,2,0
"25423",754805,0.474687,-1405566.79481,1127682.2555,2021,2,0
"25424",754807,0.0140442,-1403566.79481,1127682.2555,2018,1,0
"25425",754807,0.0140442,-1403566.79481,1127682.2555,2019,1,0
"25426",754807,0.0140442,-1403566.79481,1127682.2555,2020,5,0
"25427",754807,0.0140442,-1403566.79481,1127682.2555,2021,3,0
"25428",754808,0.0758384,-1402566.79481,1127682.2555,2019,1,0
"25429",754810,0.0268992,-1400566.79481,1127682.2555,2019,4,0
"25430",754810,0.0268992,-1400566.79481,1127682.2555,2020,1,0
"25431",754810,0.0268992,-1400566.79481,1127682.2555,2021,62,0
"25432",754811,0.00331585,-1399566.79481,1127682.2555,2017,8,0
"25433",754811,0.00331585,-1399566.79481,1127682.2555,2018,6,0
"25434",754811,0.00331585,-1399566.79481,1127682.2555,2019,14,0
"25435",754811,0.00331585,-1399566.79481,1127682.2555,2020,22,0
"25436",754811,0.00331585,-1399566.79481,1127682.2555,2021,42,0
"25437",754812,0.0204854,-1398566.79481,1127682.2555,2018,7,0
"25438",754812,0.0204854,-1398566.79481,1127682.2555,2019,6,0
"25439",754812,0.0204854,-1398566.79481,1127682.2555,2020,1,0
"25440",754812,0.0204854,-1398566.79481,1127682.2555,2021,1,0
"25441",754813,0.0235088,-1397566.79481,1127682.2555,2017,1,0
"25442",754813,0.0235088,-1397566.79481,1127682.2555,2018,1,0
"25443",754813,0.0235088,-1397566.79481,1127682.2555,2019,4,0
"25444",754813,0.0235088,-1397566.79481,1127682.2555,2020,9,0
"25445",754813,0.0235088,-1397566.79481,1127682.2555,2021,5,0
"25446",754814,0.0196783,-1396566.79481,1127682.2555,2017,62,0
"25447",754814,0.0196783,-1396566.79481,1127682.2555,2018,32,0
"25448",754814,0.0196783,-1396566.79481,1127682.2555,2019,20,0
"25449",754814,0.0196783,-1396566.79481,1127682.2555,2020,16,0
"25450",754814,0.0196783,-1396566.79481,1127682.2555,2021,2,0
"25451",754815,0.0144253,-1395566.79481,1127682.2555,2020,38,0
"25452",754815,0.0144253,-1395566.79481,1127682.2555,2021,55,0
"25453",754816,0.00987455,-1394566.79481,1127682.2555,2017,5,0
"25454",754816,0.00987455,-1394566.79481,1127682.2555,2018,2,0
"25455",754816,0.00987455,-1394566.79481,1127682.2555,2019,2,0
"25456",754816,0.00987455,-1394566.79481,1127682.2555,2020,3,0
"25457",754816,0.00987455,-1394566.79481,1127682.2555,2021,43,0
"25458",754817,0.00885645,-1393566.79481,1127682.2555,2018,127,0
"25459",754817,0.00885645,-1393566.79481,1127682.2555,2020,45,0
"25460",754817,0.00885645,-1393566.79481,1127682.2555,2021,46,0
"25461",754818,0.0405885,-1392566.79481,1127682.2555,2017,10,0
"25462",754818,0.0405885,-1392566.79481,1127682.2555,2018,12,0
"25463",754818,0.0405885,-1392566.79481,1127682.2555,2019,13,0
"25464",754818,0.0405885,-1392566.79481,1127682.2555,2020,11,0
"25465",754818,0.0405885,-1392566.79481,1127682.2555,2021,15,0
"25466",754819,0.0233858,-1391566.79481,1127682.2555,2019,5,0
"25467",754819,0.0233858,-1391566.79481,1127682.2555,2020,10,0
"25468",754819,0.0233858,-1391566.79481,1127682.2555,2021,12,0
"25469",754820,0.00803643,-1390566.79481,1127682.2555,2019,2,0
"25470",754820,0.00803643,-1390566.79481,1127682.2555,2020,6,0
"25471",754820,0.00803643,-1390566.79481,1127682.2555,2021,18,0
"25472",754821,0.0094811,-1389566.79481,1127682.2555,2019,1,0
"25473",754821,0.0094811,-1389566.79481,1127682.2555,2021,2,0
"25474",754822,0.0161831,-1388566.79481,1127682.2555,2018,1,0
"25475",754822,0.0161831,-1388566.79481,1127682.2555,2021,11,0
"25476",754823,0.0350994,-1387566.79481,1127682.2555,2017,35,0
"25477",754823,0.0350994,-1387566.79481,1127682.2555,2018,23,0
"25478",754823,0.0350994,-1387566.79481,1127682.2555,2019,40,0
"25479",754823,0.0350994,-1387566.79481,1127682.2555,2020,43,0
"25480",754823,0.0350994,-1387566.79481,1127682.2555,2021,55,0
"25481",754824,0.0102795,-1386566.79481,1127682.2555,2019,3,0
"25482",754824,0.0102795,-1386566.79481,1127682.2555,2020,2,0
"25483",754824,0.0102795,-1386566.79481,1127682.2555,2021,2,0
"25484",754825,0.010937,-1385566.79481,1127682.2555,2017,1,0
"25485",754825,0.010937,-1385566.79481,1127682.2555,2018,10,0
"25486",754825,0.010937,-1385566.79481,1127682.2555,2019,11,0
"25487",754825,0.010937,-1385566.79481,1127682.2555,2021,8,0
"25488",754826,0.0229443,-1384566.79481,1127682.2555,2017,1,0
"25489",754826,0.0229443,-1384566.79481,1127682.2555,2018,1,0
"25490",754826,0.0229443,-1384566.79481,1127682.2555,2020,3,0
"25491",754826,0.0229443,-1384566.79481,1127682.2555,2021,9,0
"25492",754827,0.00807698,-1383566.79481,1127682.2555,2019,1,0
"25493",754827,0.00807698,-1383566.79481,1127682.2555,2020,2,0
"25494",754827,0.00807698,-1383566.79481,1127682.2555,2021,1,0
"25495",754828,0.00818135,-1382566.79481,1127682.2555,2018,1,0
"25496",754828,0.00818135,-1382566.79481,1127682.2555,2019,13,0
"25497",754828,0.00818135,-1382566.79481,1127682.2555,2020,7,0
"25498",754828,0.00818135,-1382566.79481,1127682.2555,2021,6,0
"25499",754829,0.0078326,-1381566.79481,1127682.2555,2017,14,0
"25500",754829,0.0078326,-1381566.79481,1127682.2555,2018,25,0
"25501",754829,0.0078326,-1381566.79481,1127682.2555,2019,22,0
"25502",754829,0.0078326,-1381566.79481,1127682.2555,2020,27,0
"25503",754829,0.0078326,-1381566.79481,1127682.2555,2021,27,0
"25504",754830,0.0185397,-1380566.79481,1127682.2555,2017,2,0
"25505",754830,0.0185397,-1380566.79481,1127682.2555,2018,14,0
"25506",754830,0.0185397,-1380566.79481,1127682.2555,2019,6,0
"25507",754830,0.0185397,-1380566.79481,1127682.2555,2020,24,0
"25508",754830,0.0185397,-1380566.79481,1127682.2555,2021,21,0
"25509",754831,0.0773325,-1379566.79481,1127682.2555,2020,5,0
"25510",754831,0.0773325,-1379566.79481,1127682.2555,2021,2,0
"25511",754832,0.00914067,-1378566.79481,1127682.2555,2019,1,0
"25512",754832,0.00914067,-1378566.79481,1127682.2555,2020,1,0
"25513",754832,0.00914067,-1378566.79481,1127682.2555,2021,1,0
"25514",754833,0.00579861,-1377566.79481,1127682.2555,2019,1,0
"25515",754833,0.00579861,-1377566.79481,1127682.2555,2020,2,0
"25516",754834,0.066277,-1376566.79481,1127682.2555,2017,3,0
"25517",754834,0.066277,-1376566.79481,1127682.2555,2018,4,0
"25518",754834,0.066277,-1376566.79481,1127682.2555,2019,3,0
"25519",754834,0.066277,-1376566.79481,1127682.2555,2020,1,0
"25520",754834,0.066277,-1376566.79481,1127682.2555,2021,2,0
"25521",754835,0.0293871,-1375566.79481,1127682.2555,2020,4,0
"25522",754835,0.0293871,-1375566.79481,1127682.2555,2021,1,0
"25523",754836,0.0291047,-1374566.79481,1127682.2555,2019,2,0
"25524",754836,0.0291047,-1374566.79481,1127682.2555,2020,2,0
"25525",754836,0.0291047,-1374566.79481,1127682.2555,2021,2,0
"25526",754838,0.248517,-1372566.79481,1127682.2555,2019,1,0
"25527",754838,0.248517,-1372566.79481,1127682.2555,2020,1,0
"25528",754838,0.248517,-1372566.79481,1127682.2555,2021,1,0
"25529",754844,0.127553,-1366566.79481,1127682.2555,2017,1,0
"25530",754844,0.127553,-1366566.79481,1127682.2555,2020,2,0
"25531",754844,0.127553,-1366566.79481,1127682.2555,2021,2,0
"25532",754847,0.0441567,-1363566.79481,1127682.2555,2017,1,0
"25533",754966,0.00288245,-1244566.79481,1127682.2555,2018,1,0
"25534",754966,0.00288245,-1244566.79481,1127682.2555,2021,1,0
"25535",755095,0.0420785,-1115566.79481,1127682.2555,2018,1,0
"25536",755096,0.0323917,-1114566.79481,1127682.2555,2017,2,0
"25537",755096,0.0323917,-1114566.79481,1127682.2555,2018,7,0
"25538",755096,0.0323917,-1114566.79481,1127682.2555,2019,3,0
"25539",755096,0.0323917,-1114566.79481,1127682.2555,2020,1,0
"25540",755096,0.0323917,-1114566.79481,1127682.2555,2021,5,0
"25541",755101,0.344284,-1109566.79481,1127682.2555,2018,2,0
"25542",755274,0.0200044,-1589566.79481,1126682.2555,2017,2,0
"25543",755274,0.0200044,-1589566.79481,1126682.2555,2018,2,0
"25544",755274,0.0200044,-1589566.79481,1126682.2555,2019,2,0
"25545",755274,0.0200044,-1589566.79481,1126682.2555,2021,2,0
"25546",755275,0.0132465,-1588566.79481,1126682.2555,2017,1,0
"25547",755275,0.0132465,-1588566.79481,1126682.2555,2018,1,0
"25548",755275,0.0132465,-1588566.79481,1126682.2555,2019,1,0
"25549",755275,0.0132465,-1588566.79481,1126682.2555,2021,1,0
"25550",755290,0.0494711,-1573566.79481,1126682.2555,2017,2,0
"25551",755290,0.0494711,-1573566.79481,1126682.2555,2018,2,0
"25552",755450,0.035237,-1413566.79481,1126682.2555,2017,1,0
"25553",755450,0.035237,-1413566.79481,1126682.2555,2018,5,0
"25554",755450,0.035237,-1413566.79481,1126682.2555,2019,1,0
"25555",755450,0.035237,-1413566.79481,1126682.2555,2020,1,0
"25556",755451,0.244032,-1412566.79481,1126682.2555,2017,1,0
"25557",755451,0.244032,-1412566.79481,1126682.2555,2020,1,0
"25558",755455,0.10361,-1408566.79481,1126682.2555,2021,1,0
"25559",755458,0.0807344,-1405566.79481,1126682.2555,2018,5,0
"25560",755458,0.0807344,-1405566.79481,1126682.2555,2019,6,0
"25561",755458,0.0807344,-1405566.79481,1126682.2555,2021,3,0
"25562",755459,0.080437,-1404566.79481,1126682.2555,2018,2,0
"25563",755459,0.080437,-1404566.79481,1126682.2555,2019,1,0
"25564",755460,0.278744,-1403566.79481,1126682.2555,2021,1,0
"25565",755461,0.0237692,-1402566.79481,1126682.2555,2019,2,0
"25566",755461,0.0237692,-1402566.79481,1126682.2555,2020,1,0
"25567",755461,0.0237692,-1402566.79481,1126682.2555,2021,1,0
"25568",755462,0.285431,-1401566.79481,1126682.2555,2019,4,0
"25569",755462,0.285431,-1401566.79481,1126682.2555,2020,1,0
"25570",755462,0.285431,-1401566.79481,1126682.2555,2021,1,0
"25571",755463,0.146827,-1400566.79481,1126682.2555,2017,1,0
"25572",755463,0.146827,-1400566.79481,1126682.2555,2019,7,0
"25573",755463,0.146827,-1400566.79481,1126682.2555,2020,6,0
"25574",755463,0.146827,-1400566.79481,1126682.2555,2021,6,0
"25575",755464,0.00615303,-1399566.79481,1126682.2555,2017,2,0
"25576",755464,0.00615303,-1399566.79481,1126682.2555,2018,22,0
"25577",755464,0.00615303,-1399566.79481,1126682.2555,2019,3,0
"25578",755464,0.00615303,-1399566.79481,1126682.2555,2020,13,0
"25579",755464,0.00615303,-1399566.79481,1126682.2555,2021,51,0
"25580",755465,0.0554873,-1398566.79481,1126682.2555,2019,7,0
"25581",755465,0.0554873,-1398566.79481,1126682.2555,2020,1,0
"25582",755466,0.0768645,-1397566.79481,1126682.2555,2018,1,0
"25583",755466,0.0768645,-1397566.79481,1126682.2555,2019,6,0
"25584",755466,0.0768645,-1397566.79481,1126682.2555,2020,3,0
"25585",755466,0.0768645,-1397566.79481,1126682.2555,2021,3,0
"25586",755467,0.011238,-1396566.79481,1126682.2555,2017,9,0
"25587",755467,0.011238,-1396566.79481,1126682.2555,2018,1,0
"25588",755467,0.011238,-1396566.79481,1126682.2555,2019,17,0
"25589",755467,0.011238,-1396566.79481,1126682.2555,2020,9,0
"25590",755467,0.011238,-1396566.79481,1126682.2555,2021,3,0
"25591",755468,0.0220052,-1395566.79481,1126682.2555,2017,3,0
"25592",755468,0.0220052,-1395566.79481,1126682.2555,2018,1,0
"25593",755468,0.0220052,-1395566.79481,1126682.2555,2019,1,0
"25594",755468,0.0220052,-1395566.79481,1126682.2555,2020,6,0
"25595",755468,0.0220052,-1395566.79481,1126682.2555,2021,1,0
"25596",755469,0.0173334,-1394566.79481,1126682.2555,2017,1,0
"25597",755469,0.0173334,-1394566.79481,1126682.2555,2018,4,0
"25598",755469,0.0173334,-1394566.79481,1126682.2555,2019,3,0
"25599",755469,0.0173334,-1394566.79481,1126682.2555,2020,2,0
"25600",755469,0.0173334,-1394566.79481,1126682.2555,2021,6,0
"25601",755470,0.0152608,-1393566.79481,1126682.2555,2017,14,0
"25602",755470,0.0152608,-1393566.79481,1126682.2555,2018,18,0
"25603",755470,0.0152608,-1393566.79481,1126682.2555,2020,1,0
"25604",755470,0.0152608,-1393566.79481,1126682.2555,2021,11,0
"25605",755471,0.0160567,-1392566.79481,1126682.2555,2018,6,0
"25606",755471,0.0160567,-1392566.79481,1126682.2555,2019,1,0
"25607",755471,0.0160567,-1392566.79481,1126682.2555,2020,1,0
"25608",755471,0.0160567,-1392566.79481,1126682.2555,2021,6,0
"25609",755472,0.0225426,-1391566.79481,1126682.2555,2017,3,0
"25610",755472,0.0225426,-1391566.79481,1126682.2555,2019,2,0
"25611",755472,0.0225426,-1391566.79481,1126682.2555,2020,1,0
"25612",755472,0.0225426,-1391566.79481,1126682.2555,2021,9,0
"25613",755473,0.018964,-1390566.79481,1126682.2555,2017,2,0
"25614",755473,0.018964,-1390566.79481,1126682.2555,2018,1,0
"25615",755473,0.018964,-1390566.79481,1126682.2555,2019,1,0
"25616",755473,0.018964,-1390566.79481,1126682.2555,2020,7,0
"25617",755473,0.018964,-1390566.79481,1126682.2555,2021,25,0
"25618",755474,0.0208181,-1389566.79481,1126682.2555,2017,1,0
"25619",755474,0.0208181,-1389566.79481,1126682.2555,2021,3,0
"25620",755476,0.0166697,-1387566.79481,1126682.2555,2017,1,0
"25621",755478,0.0110784,-1385566.79481,1126682.2555,2019,1,0
"25622",755478,0.0110784,-1385566.79481,1126682.2555,2020,2,0
"25623",755478,0.0110784,-1385566.79481,1126682.2555,2021,7,0
"25624",755479,0.00781901,-1384566.79481,1126682.2555,2020,1,0
"25625",755479,0.00781901,-1384566.79481,1126682.2555,2021,2,0
"25626",755481,0.0187255,-1382566.79481,1126682.2555,2017,3,0
"25627",755481,0.0187255,-1382566.79481,1126682.2555,2018,1,0
"25628",755481,0.0187255,-1382566.79481,1126682.2555,2021,5,0
"25629",755482,0.0219149,-1381566.79481,1126682.2555,2017,1,0
"25630",755482,0.0219149,-1381566.79481,1126682.2555,2019,7,0
"25631",755482,0.0219149,-1381566.79481,1126682.2555,2020,5,0
"25632",755482,0.0219149,-1381566.79481,1126682.2555,2021,6,0
"25633",755483,0.0107,-1380566.79481,1126682.2555,2017,6,0
"25634",755483,0.0107,-1380566.79481,1126682.2555,2018,8,0
"25635",755483,0.0107,-1380566.79481,1126682.2555,2019,17,0
"25636",755483,0.0107,-1380566.79481,1126682.2555,2020,10,0
"25637",755483,0.0107,-1380566.79481,1126682.2555,2021,20,0
"25638",755484,0.0143006,-1379566.79481,1126682.2555,2018,2,0
"25639",755484,0.0143006,-1379566.79481,1126682.2555,2019,6,0
"25640",755484,0.0143006,-1379566.79481,1126682.2555,2020,2,0
"25641",755484,0.0143006,-1379566.79481,1126682.2555,2021,3,0
"25642",755485,0.00616234,-1378566.79481,1126682.2555,2019,2,0
"25643",755485,0.00616234,-1378566.79481,1126682.2555,2020,2,0
"25644",755485,0.00616234,-1378566.79481,1126682.2555,2021,2,0
"25645",755486,0.0118312,-1377566.79481,1126682.2555,2019,2,0
"25646",755486,0.0118312,-1377566.79481,1126682.2555,2021,1,0
"25647",755487,0.0247407,-1376566.79481,1126682.2555,2019,3,0
"25648",755487,0.0247407,-1376566.79481,1126682.2555,2020,2,0
"25649",755487,0.0247407,-1376566.79481,1126682.2555,2021,2,0
"25650",755488,0.0185696,-1375566.79481,1126682.2555,2018,1,0
"25651",755488,0.0185696,-1375566.79481,1126682.2555,2019,4,0
"25652",755488,0.0185696,-1375566.79481,1126682.2555,2020,14,0
"25653",755488,0.0185696,-1375566.79481,1126682.2555,2021,8,0
"25654",755489,0.0203175,-1374566.79481,1126682.2555,2018,14,0
"25655",755489,0.0203175,-1374566.79481,1126682.2555,2019,2,0
"25656",755489,0.0203175,-1374566.79481,1126682.2555,2020,3,0
"25657",755489,0.0203175,-1374566.79481,1126682.2555,2021,3,0
"25658",755490,0.0377375,-1373566.79481,1126682.2555,2019,1,0
"25659",755490,0.0377375,-1373566.79481,1126682.2555,2020,1,0
"25660",755490,0.0377375,-1373566.79481,1126682.2555,2021,1,0
"25661",755495,0.273665,-1368566.79481,1126682.2555,2018,1,0
"25662",755495,0.273665,-1368566.79481,1126682.2555,2020,1,0
"25663",755496,0.102601,-1367566.79481,1126682.2555,2021,1,0
"25664",755753,0.0696564,-1110566.79481,1126682.2555,2021,1,0
"25665",755754,0.194671,-1109566.79481,1126682.2555,2021,1,0
"25666",755927,0.0676111,-1587566.79481,1125682.2555,2017,2,0
"25667",755927,0.0676111,-1587566.79481,1125682.2555,2018,2,0
"25668",755927,0.0676111,-1587566.79481,1125682.2555,2019,2,0
"25669",755927,0.0676111,-1587566.79481,1125682.2555,2021,2,0
"25670",755940,0.274659,-1574566.79481,1125682.2555,2019,1,0
"25671",755940,0.274659,-1574566.79481,1125682.2555,2020,3,0
"25672",755942,0.0295253,-1572566.79481,1125682.2555,2017,4,0
"25673",755942,0.0295253,-1572566.79481,1125682.2555,2018,10,0
"25674",755942,0.0295253,-1572566.79481,1125682.2555,2019,8,0
"25675",755942,0.0295253,-1572566.79481,1125682.2555,2020,4,0
"25676",755942,0.0295253,-1572566.79481,1125682.2555,2021,7,0
"25677",755946,0.553305,-1568566.79481,1125682.2555,2018,1,0
"25678",756099,0.0221142,-1415566.79481,1125682.2555,2018,11,0
"25679",756099,0.0221142,-1415566.79481,1125682.2555,2019,54,0
"25680",756099,0.0221142,-1415566.79481,1125682.2555,2020,35,0
"25681",756099,0.0221142,-1415566.79481,1125682.2555,2021,3,0
"25682",756103,0.0269435,-1411566.79481,1125682.2555,2021,73,0
"25683",756104,0.0249569,-1410566.79481,1125682.2555,2017,1,0
"25684",756104,0.0249569,-1410566.79481,1125682.2555,2018,4,0
"25685",756104,0.0249569,-1410566.79481,1125682.2555,2019,2,0
"25686",756104,0.0249569,-1410566.79481,1125682.2555,2020,2,0
"25687",756104,0.0249569,-1410566.79481,1125682.2555,2021,5,0
"25688",756105,0.0217034,-1409566.79481,1125682.2555,2018,2,0
"25689",756105,0.0217034,-1409566.79481,1125682.2555,2019,6,0
"25690",756105,0.0217034,-1409566.79481,1125682.2555,2020,3,0
"25691",756105,0.0217034,-1409566.79481,1125682.2555,2021,1,0
"25692",756109,0.0365334,-1405566.79481,1125682.2555,2019,2,0
"25693",756113,0.0795177,-1401566.79481,1125682.2555,2019,1,0
"25694",756114,0.437421,-1400566.79481,1125682.2555,2017,2,0
"25695",756114,0.437421,-1400566.79481,1125682.2555,2018,2,0
"25696",756114,0.437421,-1400566.79481,1125682.2555,2019,2,0
"25697",756114,0.437421,-1400566.79481,1125682.2555,2020,8,0
"25698",756114,0.437421,-1400566.79481,1125682.2555,2021,33,0
"25699",756115,0.00723224,-1399566.79481,1125682.2555,2017,30,0
"25700",756115,0.00723224,-1399566.79481,1125682.2555,2018,16,0
"25701",756115,0.00723224,-1399566.79481,1125682.2555,2019,24,0
"25702",756115,0.00723224,-1399566.79481,1125682.2555,2020,43,0
"25703",756115,0.00723224,-1399566.79481,1125682.2555,2021,41,0
"25704",756116,0.0125339,-1398566.79481,1125682.2555,2018,1,0
"25705",756116,0.0125339,-1398566.79481,1125682.2555,2019,1,0
"25706",756116,0.0125339,-1398566.79481,1125682.2555,2021,5,0
"25707",756117,0.00314548,-1397566.79481,1125682.2555,2017,1,0
"25708",756117,0.00314548,-1397566.79481,1125682.2555,2019,1,0
"25709",756117,0.00314548,-1397566.79481,1125682.2555,2021,1,0
"25710",756118,0.0129647,-1396566.79481,1125682.2555,2020,1,0
"25711",756118,0.0129647,-1396566.79481,1125682.2555,2021,1,0
"25712",756119,0.00908755,-1395566.79481,1125682.2555,2019,2,0
"25713",756119,0.00908755,-1395566.79481,1125682.2555,2021,1,0
"25714",756120,0.0135073,-1394566.79481,1125682.2555,2020,1,0
"25715",756120,0.0135073,-1394566.79481,1125682.2555,2021,3,0
"25716",756121,0.0152567,-1393566.79481,1125682.2555,2017,3,0
"25717",756121,0.0152567,-1393566.79481,1125682.2555,2018,2,0
"25718",756121,0.0152567,-1393566.79481,1125682.2555,2019,4,0
"25719",756121,0.0152567,-1393566.79481,1125682.2555,2020,8,0
"25720",756121,0.0152567,-1393566.79481,1125682.2555,2021,11,0
"25721",756122,0.00682097,-1392566.79481,1125682.2555,2019,1,0
"25722",756122,0.00682097,-1392566.79481,1125682.2555,2020,1,0
"25723",756122,0.00682097,-1392566.79481,1125682.2555,2021,3,0
"25724",756123,0.0134579,-1391566.79481,1125682.2555,2018,1,0
"25725",756123,0.0134579,-1391566.79481,1125682.2555,2021,17,0
"25726",756125,0.0158286,-1389566.79481,1125682.2555,2017,1,0
"25727",756125,0.0158286,-1389566.79481,1125682.2555,2019,3,0
"25728",756126,0.00827746,-1388566.79481,1125682.2555,2019,3,0
"25729",756126,0.00827746,-1388566.79481,1125682.2555,2020,1,0
"25730",756126,0.00827746,-1388566.79481,1125682.2555,2021,1,0
"25731",756127,0.011095,-1387566.79481,1125682.2555,2018,2,0
"25732",756127,0.011095,-1387566.79481,1125682.2555,2019,3,0
"25733",756127,0.011095,-1387566.79481,1125682.2555,2020,7,0
"25734",756127,0.011095,-1387566.79481,1125682.2555,2021,6,0
"25735",756128,0.0361583,-1386566.79481,1125682.2555,2018,1,0
"25736",756128,0.0361583,-1386566.79481,1125682.2555,2019,2,0
"25737",756128,0.0361583,-1386566.79481,1125682.2555,2020,2,0
